4.251804789326801881e+01;5.140976807717687791e+01;1.769048121804024731e+02;2.614583175454845332e+02;1.360000000000000000e+02;4.362555861788859901e-01
1.455715760374913827e+02;1.294405466332783590e+02;2.652386494517418782e+02;2.918429262568596982e+02;2.380000000000000000e+02;4.354971821896522766e-01
7.881409019010513362e+01;4.595295163521110027e+01;2.174961902450839091e+02;2.525337005528987220e+02;1.630000000000000000e+02;4.346122857317119559e-01
1.713064179771131990e+02;1.937434798187895240e+02;2.866986804601136782e+02;2.347358392613803630e+02;1.920000000000000000e+02;4.335305792674600256e-01
1.807870217654874239e+02;1.934361193114566220e+02;2.170197643018228462e+02;2.930665921660337858e+02;9.700000000000000000e+01;4.328913594903687767e-01
1.382704874004213025e+02;1.563284823660179654e+02;2.535493344891227139e+02;2.764865261566354206e+02;1.910000000000000000e+02;4.322186158678444912e-01
1.527395195851887024e+02;1.348334034338259073e+02;2.876552359774556180e+02;3.138351352390020566e+02;1.920000000000000000e+02;4.315561613030306498e-01
2.292026755120737391e+02;1.932746607591011241e+02;2.681221094211830405e+02;2.417740002356662501e+02;1.680000000000000000e+02;4.307322226894600981e-01
1.577431173914250451e+02;1.665225071821524239e+02;2.591801836590344692e+02;3.094316203032846602e+02;1.650000000000000000e+02;4.297841974205329207e-01
2.197330990849570469e+02;1.952915698880489686e+02;2.410762342264696372e+02;2.128907259497064786e+02;2.260000000000000000e+02;4.288713307787302420e-01
6.643076817652882937e+01;3.442897431881149828e+01;2.380275147185053868e+02;2.023898680890352182e+02;1.700000000000000000e+02;4.279376720909474630e-01
2.071258208525371742e+02;2.153758208525371742e+02;1.913767419861965493e+02;2.040767419861965379e+02;2.200000000000000000e+02;4.276106483661791247e-01
1.493205914801370113e+02;1.182041235895669189e+02;2.917829009301690348e+02;2.386923983699940663e+02;1.800000000000000000e+02;4.261906675839784442e-01
5.129261079862988026e+01;8.154026687826693376e+01;2.627725120178403131e+02;2.168420426020899470e+02;1.580000000000000000e+02;4.251766892401122044e-01
4.280919702058032073e+01;6.494518836303956277e+01;2.096784991506740710e+02;2.506990416222625413e+02;1.750000000000000000e+02;4.246364951696694479e-01
2.254571149674526112e+02;1.970223852185329747e+02;2.287966510789276242e+02;2.514677387781620723e+02;2.240000000000000000e+02;4.239320147582760212e-01
1.871822049333971449e+02;2.210368544783046332e+02;2.646083913969067680e+02;2.370339207954282301e+02;1.810000000000000000e+02;4.231824545513269142e-01
1.593138274111709620e+02;1.546751123615095196e+02;3.187293728254945222e+02;2.725352420356810512e+02;1.410000000000000000e+02;4.224975851718818509e-01
