1.960000000000000000e+02;1.850000000000000000e+02;1.260000000000000000e+02;1.100000000000000000e+02;1.520000000000000000e+02;3.759022394146112611e-01
1.730000000000000000e+02;1.840000000000000000e+02;1.250000000000000000e+02;1.330000000000000000e+02;1.030000000000000000e+02;3.755252026040087343e-01
1.640000000000000000e+02;1.740000000000000000e+02;6.100000000000000000e+01;5.300000000000000000e+01;1.070000000000000000e+02;3.752579836635179800e-01
1.930000000000000000e+02;2.090000000000000000e+02;1.650000000000000000e+02;1.420000000000000000e+02;8.700000000000000000e+01;3.747628258618252994e-01
1.460000000000000000e+02;1.630000000000000000e+02;8.000000000000000000e+01;5.800000000000000000e+01;8.300000000000000000e+01;3.742118458919699853e-01
1.890000000000000000e+02;1.630000000000000000e+02;3.100000000000000000e+01;1.500000000000000000e+01;1.200000000000000000e+02;3.733854201321065713e-01
1.770000000000000000e+02;1.830000000000000000e+02;8.600000000000000000e+01;1.200000000000000000e+02;1.010000000000000000e+02;3.726041900887236413e-01
1.680000000000000000e+02;1.850000000000000000e+02;1.600000000000000000e+01;2.600000000000000000e+01;1.070000000000000000e+02;3.721933884681270510e-01
1.940000000000000000e+02;1.900000000000000000e+02;9.100000000000000000e+01;8.500000000000000000e+01;1.590000000000000000e+02;3.718464737991923341e-01
2.020000000000000000e+02;1.860000000000000000e+02;1.260000000000000000e+02;1.100000000000000000e+02;1.510000000000000000e+02;3.709820451780572181e-01
1.780000000000000000e+02;2.030000000000000000e+02;8.000000000000000000e+01;6.200000000000000000e+01;1.030000000000000000e+02;3.703055457598846134e-01
2.120000000000000000e+02;1.930000000000000000e+02;6.000000000000000000e+01;8.700000000000000000e+01;8.200000000000000000e+01;3.697178130407003938e-01
1.920000000000000000e+02;1.970000000000000000e+02;8.700000000000000000e+01;5.800000000000000000e+01;1.100000000000000000e+02;3.691782387991598968e-01
1.950000000000000000e+02;2.030000000000000000e+02;1.690000000000000000e+02;1.590000000000000000e+02;1.340000000000000000e+02;3.687417602574193931e-01
1.850000000000000000e+02;2.020000000000000000e+02;1.260000000000000000e+02;1.500000000000000000e+02;1.020000000000000000e+02;3.679481528494378262e-01
1.530000000000000000e+02;1.640000000000000000e+02;2.400000000000000000e+01;1.000000000000000000e+01;8.200000000000000000e+01;3.676103908088681482e-01
2.030000000000000000e+02;1.930000000000000000e+02;9.800000000000000000e+01;1.030000000000000000e+02;1.170000000000000000e+02;3.674100307623885953e-01
2.100000000000000000e+02;1.970000000000000000e+02;1.600000000000000000e+02;1.520000000000000000e+02;1.050000000000000000e+02;3.672159818961479028e-01
1.610000000000000000e+02;1.790000000000000000e+02;6.300000000000000000e+01;7.600000000000000000e+01;9.700000000000000000e+01;3.667186880035062102e-01
1.480000000000000000e+02;1.610000000000000000e+02;3.300000000000000000e+01;1.700000000000000000e+01;1.150000000000000000e+02;3.660935492941861380e-01
1.820000000000000000e+02;2.010000000000000000e+02;1.040000000000000000e+02;1.210000000000000000e+02;1.120000000000000000e+02;3.654049040865514075e-01
1.880000000000000000e+02;1.920000000000000000e+02;1.390000000000000000e+02;1.580000000000000000e+02;1.870000000000000000e+02;3.645438981609279150e-01
1.640000000000000000e+02;1.700000000000000000e+02;6.600000000000000000e+01;6.000000000000000000e+01;1.510000000000000000e+02;3.642649014531788576e-01
1.400000000000000000e+02;1.550000000000000000e+02;1.160000000000000000e+02;9.500000000000000000e+01;8.800000000000000000e+01;3.640405701287779405e-01
1.840000000000000000e+02;1.730000000000000000e+02;4.800000000000000000e+01;6.000000000000000000e+01;1.440000000000000000e+02;3.635651491950956382e-01
1.860000000000000000e+02;1.740000000000000000e+02;1.130000000000000000e+02;1.180000000000000000e+02;1.270000000000000000e+02;3.633752295837819335e-01
1.760000000000000000e+02;1.910000000000000000e+02;4.500000000000000000e+01;7.000000000000000000e+01;1.570000000000000000e+02;3.623857993518255216e-01
